"concept_code","c_name"
"Z20.9","Z20.9 Contact With And (Suspected) Exposure To Unspecified Communicable Disease"
"Z22.330","Z22.330 Carrier Of Group B Streptococcus"
"Z30.013","Z30.013 Encounter For Initial Prescription Of Injectable Contraceptive"
"Z30.09","Z30.09 Encounter For Other General Counseling And Advice On Contraception"
"Z30.430","Z30.430 Encounter For Insertion Of Intrauterine Contraceptive Device"
"Z30.431","Z30.431 Encounter For Routine Checking Of Intrauterine Contraceptive Device"
"Z31.62","Z31.62 Encounter For Fertility Preservation Counseling"
"Z33.2","Z33.2 Encounter For Elective Termination Of Pregnancy"
"Z36.2","Z36.2 Encounter For Other Antenatal Screening Follow-Up"
"Z36.9","Z36.9 Encounter For Antenatal Screening, Unspecified"
"Z37.4","Z37.4 Twins, Both Stillborn"
"Z38.5","Z38.5 Twin Liveborn Infant, Unspecified As To Place Of Birth"
"Z3A.10","Z3A.10 10 Weeks Gestation Of Pregnancy"
"Z3A.13","Z3A.13 13 Weeks Gestation Of Pregnancy"
"Z3A.25","Z3A.25 25 Weeks Gestation Of Pregnancy"
"Z3A.31","Z3A.31 31 Weeks Gestation Of Pregnancy"
"Z3A.36","Z3A.36 36 Weeks Gestation Of Pregnancy"
"Z42.8","Z42.8 Encounter For Other Plastic And Reconstructive Surgery Following Medical Procedure Or Healed Injury"
"Z43.1","Z43.1 Encounter For Attention To Gastrostomy"
"Z48.02","Z48.02 Encounter For Removal Of Sutures"
"Z48.03","Z48.03 Encounter For Change Or Removal Of Drains"
"Z48.1","Z48.1 Encounter For Planned Postprocedural Wound Closure"
"Z48.816","Z48.816 Encounter For Surgical Aftercare Following Surgery On The Genitourinary System"
"Z48.89","Z48.89 Encounter For Other Specified Surgical Aftercare"
"Z49.01","Z49.01 Encounter For Fitting And Adjustment Of Extracorporeal Dialysis Catheter"
"Z53.8","Z53.8 Procedure And Treatment Not Carried Out For Other Reasons"
"Z53.9","Z53.9 Procedure And Treatment Not Carried Out, Unspecified Reason"
"Z55.0","Z55.0 Illiteracy And Low-Level Literacy"
"Z55.9","Z55.9 Problems Related To Education And Literacy, Unspecified"
"Z57.8","Z57.8 Occupational Exposure To Other Risk Factors"
"Z59.1","Z59.1 Inadequate Housing"
"Z63.4","Z63.4 Disappearance And Death Of Family Member"
"Z63.72","Z63.72 Alcoholism And Drug Addiction In Family"
"Z63.8","Z63.8 Other Specified Problems Related To Primary Support Group"
"Z68.1","Z68.1 Body Mass Index (Bmi) 19 Or Less, Adult"
"Z68.20","Z68.20 Body Mass Index (Bmi) 20.0-20.9, Adult"
"Z68.21","Z68.21 Body Mass Index (Bmi) 21.0-21.9, Adult"
"Z68.24","Z68.24 Body Mass Index (Bmi) 24.0-24.9, Adult"
"Z68.26","Z68.26 Body Mass Index (Bmi) 26.0-26.9, Adult"
"Z68.32","Z68.32 Body Mass Index (Bmi) 32.0-32.9, Adult"
"Z68.33","Z68.33 Body Mass Index (Bmi) 33.0-33.9, Adult"
"Z68.38","Z68.38 Body Mass Index (Bmi) 38.0-38.9, Adult"
"Z68.39","Z68.39 Body Mass Index (Bmi) 39.0-39.9, Adult"
"Z68.43","Z68.43 Body Mass Index (Bmi) 50-59.9 , Adult"
"Z68.53","Z68.53 Body Mass Index (Bmi) Pediatric, 85Th Percentile To Less Than 95Th Percentile For Age"
"Z45.2","Z45.2 Encounter For Adjustment And Management Of Vascular Access Device"
"Z45.9","Z45.9 Encounter For Adjustment And Management Of Unspecified Implanted Device"
"Z46.6","Z46.6 Encounter For Fitting And Adjustment Of Urinary Device"
"Z46.82","Z46.82 Encounter For Fitting And Adjustment Of Non-Vascular Catheter"
"Z48.21","Z48.21 Encounter For Aftercare Following Heart Transplant"
"Z48.813","Z48.813 Encounter For Surgical Aftercare Following Surgery On The Respiratory System"
"Z52.011","Z52.011 Autologous Donor, Stem Cells"
"Z53.20","Z53.20 Procedure And Treatment Not Carried Out Because Of Patient'S Decision For Unspecified Reasons"
"Z60.8","Z60.8 Other Problems Related To Social Environment"
"Z62.820","Z62.820 Parent-Biological Child Conflict"
"Z63.0","Z63.0 Problems In Relationship With Spouse Or Partner"
"Z67.91","Z67.91 Unspecified Blood Type, Rh Negative"
"Z68.25","Z68.25 Body Mass Index (Bmi) 25.0-25.9, Adult"
"Z68.36","Z68.36 Body Mass Index (Bmi) 36.0-36.9, Adult"
"Z68.42","Z68.42 Body Mass Index (Bmi) 45.0-49.9, Adult"
"Z68.45","Z68.45 Body Mass Index (Bmi) 70 Or Greater, Adult"
"Z70.8","Z70.8 Other Sex Counseling"
"Z71.6","Z71.6 Tobacco Abuse Counseling"
"Z71.83","Z71.83 Encounter For Nonprocreative Genetic Counseling"
"Z73.4","Z73.4 Inadequate Social Skills, Not Elsewhere Classified"
"Z78.9","Z78.9 Other Specified Health Status"
"Z79.2","Z79.2 Long Term (Current) Use Of Antibiotics"
"Z79.4","Z79.4 Long Term (Current) Use Of Insulin"
"Z79.83","Z79.83 Long Term (Current) Use Of Bisphosphonates"
"Z79.84","Z79.84 Long Term (Current) Use Of Oral Hypoglycemic Drugs"
"Z80.42","Z80.42 Family History Of Malignant Neoplasm Of Prostate"
"Z82.49","Z82.49 Family History Of Ischemic Heart Disease And Other Diseases Of The Circulatory System"
"Z82.5","Z82.5 Family History Of Asthma And Other Chronic Lower Respiratory Diseases"
"Z83.3","Z83.3 Family History Of Diabetes Mellitus"
"Z83.41","Z83.41 Family History Of Multiple Endocrine Neoplasia [Men] Syndrome"
"Z83.511","Z83.511 Family History Of Glaucoma"
"Z85.048","Z85.048 Personal History Of Other Malignant Neoplasm Of Rectum, Rectosigmoid Junction, And Anus"
"Z85.118","Z85.118 Personal History Of Other Malignant Neoplasm Of Bronchus And Lung"
"Z85.21","Z85.21 Personal History Of Malignant Neoplasm Of Larynx"
"Z85.46","Z85.46 Personal History Of Malignant Neoplasm Of Prostate"
"Z85.828","Z85.828 Personal History Of Other Malignant Neoplasm Of Skin"
"Z85.841","Z85.841 Personal History Of Malignant Neoplasm Of Brain"
"Z85.850","Z85.850 Personal History Of Malignant Neoplasm Of Thyroid"
"Z86.000","Z86.000 Personal History Of In-Situ Neoplasm Of Breast"
"Z86.007","Z86.007 Personal History Of In-Situ Neoplasm Of Skin"
"Z86.39","Z86.39 Personal History Of Other Endocrine, Nutritional And Metabolic Disease"
"Z86.711","Z86.711 Personal History Of Pulmonary Embolism"
"Z87.09","Z87.09 Personal History Of Other Diseases Of The Respiratory System"
"Z87.2","Z87.2 Personal History Of Diseases Of The Skin And Subcutaneous Tissue"
"Z87.42","Z87.42 Personal History Of Nephrotic Syndrome"
"Z87.441","Z87.441 Personal History Of Nephrotic Syndrome"
"Z87.718","Z87.718 Personal History Of Other Specified (Corrected) Congenital Malformations Of Genitourinary System"
"Z87.821","Z87.821 Personal History Of Retained Foreign Body Fully Removed"
"Z87.891","Z87.891 Personal History Of Nicotine Dependence"
"Z88.0","Z88.0 Allergy Status To Penicillin"
"Z88.3","Z88.3 Allergy Status To Other Anti-Infective Agents Status"
"Z89.021","Z89.021 Acquired Absence Of Right Finger(S)"
"Z89.431","Z89.431 Acquired Absence Of Right Foot"
"Z89.512","Z89.512 Acquired Absence Of Left Leg Below Knee"
"Z90.49","Z90.49 Acquired Absence Of Other Specified Parts Of Digestive Tract"
"Z90.5","Z90.5 Acquired Absence Of Kidney"
"Z90.81","Z90.81 Acquired Absence Of Spleen"
"Z90.89","Z90.89 Acquired Absence Of Other Organs"
"Z91.15","Z91.15 Patient'S Noncomplicance With Renal Dialysis"
"Z91.19","Z91.19 Patient'S Noncompliance With Other Medical Treatment And Regimen"
"Z91.411","Z91.411 Personal History Of Adult Psychological Abuse"
"Z91.5","Z91.5 Personal History Of Self-Harm"
"Z92.23","Z92.23 Personal History Of Estrogen Therapy"
"Z92.25","Z92.25 Personal History Of Immunosupression Therapy"
"Z93.50","Z93.50 Unspecified Cystostomy Status"
"Z94.5","Z94.5 Skin Transplant Status"
"Z95.3","Z95.3 Presence Of Xenogenic Heart Valve"
"Z95.818","Z95.818 Presence Of Other Cardiac Implants And Grafts"
"Z95.820","Z95.820 Peripheral Vascular Angioplasty Status With Implants And Grafts"
"Z96.611","Z96.611 Presence Of Right Artificial Shoulder Joint"
"Z96.622","Z96.622 Presence Of Left Artificial Elbow Joint"
"Z96.643","Z96.643 Presence Of Artificial Hip Joint, Bilateral"
"Z96.651","Z96.651 Presence Of Right Artificial Knee Joint"
"Z98.0","Z98.0 Intestinal Bypass And Anastomosis Status"
"Z98.41","Z98.41 Cataract Extraction Status, Right Eye"
"Z98.51","Z98.51 Tubal Ligation Status"
"Z98.89","Z98.89 Other Specified Postprocedural States"
"T83.122A","T83.122A Displacement Of Urinary Stent, Initial Encounter"
"T83.128A","T83.128A Displacement Of Other Urinary Devices And Implants, Initial Encounter"
"T83.511A","T83.511A Infection And Inflammatory Reaction Due To Indwelling Urethral Catheter, Initial Encounter"
"T83.511D","T83.511D Infection And Inflammatory Reaction Due To Indwelling Urethral Catheter, Subsequent Encounter"
"T83.592A","T83.592A Infection And Inflammatory Reaction Due To Indwelling Ureteral Stent, Initial Encounter"
"T84.060A","T84.060A Wear Of Articular Bearing Surface Of Internal Prosthetic Right Hip Joint, Initial Encounter"
"T84.63XA","T84.63XA Infection And Inflammatory Reaction Due To Internal Fixation Device Of Spine, Initial Encounter"
"T84.7XXA","T84.7XXA Infection And Inflammatory Reaction Due To Other Internal Orthopedic Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T85.43XD","T85.43XD Leakage Of Breast Prosthesis And Implant, Subsequent Encounter"
"T85.44XD","T85.44XD Capsular Contracture Of Breast Implant, Subsequent Encounter"
"T85.590A","T85.590A Other Mechanical Complication Of Bile Duct Prosthesis, Initial Encounter"
"T85.898D","T85.898D Other Specified Complication Of Other Internal Prosthetic Devices, Implants And Grafts, Subsequent Encounter"
"T85.9XXA","T85.9XXA Unspecified Complication Of Internal Prosthetic Device, Implant And Graft, Initial Encounter"
"T86.09","T86.09 Other Complications Of Bone Marrow Transplant"
"T86.290","T86.290 Cardiac Allograft Vasculopathy"
"T86.298","T86.298 Other Complications Of Heart Transplant"
"T86.828","T86.828 Other Complications Of Skin Graft (Allograft) (Autograft)"
"T87.40","T87.40 Infection Of Amputation Stump, Unspecified Extremity"
"T87.51","T87.51 Necrosis Of Amputation Stump, Right Upper Extremity"
"T87.52","T87.52 Necrosis Of Amputation Stump, Left Upper Extremity"
"T87.81","T87.81 Dehiscence Of Amputation Stump"
"T87.89","T87.89 Other Complications Of Amputation Stump"
"T88.3XXD","T88.3XXD Malignant Hyperthermia Due To Anesthesia, Subsequent Encounter"
"V29.40XA","V29.40XA Motorcycle Driver Injured In Collision With Unspecified Motor Vehicles In Traffic Accident, Initial Encounter"
"V43.53XA","V43.53XA Car Driver Injured In Collision With Pick-Up Truck In Traffic Accident, Initial Encounter"
"V89.9XXA","V89.9XXA Person Injured In Unspecified Vehicle Accident, Initial Encounter"
"W00.0XXA","W00.0XXA Fall On Same Level Due To Ice And Snow, Initial Encounter"
"W01.10XA","W01.10XA Fall On Same Level From Slipping, Tripping And Stumbling With Subsequent Striking Against Unspecified Object, Initial Encounter"
"W08.XXXA","W08.XXXA Fall From Other Furniture, Initial Encounter"
"W10.2XXA","W10.2XXA Fall (On)(From) Incline, Initial Encounter"
"W19.XXXD","W19.XXXD Unspecified Fall, Subsequent Encounter"
"W20.8XXA","W20.8XXA Other Cause Of Strike By Thrown, Projected Or Falling Object, Initial Encounter"
"W22.03XA","W22.03XA Walked Into Furniture, Initial Encounter"
"W26.0XXA","W26.0XXA Contact With Knife, Initial Encounter"
"W27.3XXA","W27.3XXA Contact With Needle (Sewing), Initial Encounter"
"W29.3XXA","W29.3XXA Contact With Powered Garden And Outdoor Hand Tools And Machinery, Initial Encounter"
"W34.00XD","W34.00XD Accidental Discharge From Unspecified Firearms Or Gun, Subsequent Encounter"
"W45.0XXA","W45.0XXA Nail Entering Through Skin, Initial Encounter"
"W50.3XXA","W50.3XXA Accidental Bite By Another Person, Initial Encounter"
"W51.XXXA","W51.XXXA Accidental Striking Against Or Bumped Into By Another Person, Initial Encounter"
"X15.8XXS","X15.8XXS Contact With Other Hot Household Appliances, Sequela"
"X50.0XXA","X50.0XXA Overexertion From Strenuous Movement Or Load, Initial Encounter"
"Y83.3","Y83.3 Surgical Operation With Formation Of External Stoma As The Cause Of Abnormal Reaction Of The Patient, Or Of Later Complication, Without Mention Of Misadventure At The Time Of The Procedure"
"Y83.9","Y83.9 Surgical Procedure, Unspecified As The Cause Of Abnormal Reaction Of The Patient, Or Of Later Complication, Without Mention Of Misadventure At The Time Of The Procedure"
"Y84.1","Y84.1 Kidney Dialysis As The Cause Of Abnormal Reaction Of The Patient, Or Of Later Complication, Without Mention Of Misadventure At The Time Of The Procedure"
"Y84.8","Y84.8 Other Medical Procedures As The Cause Of Abnormal Reaction Of The Patient, Or Of Later Complication, Without Mention Of Misadventure At The Time Of The Procedure"
"Y92.046","Y92.046 Garden Or Yard Of Boarding-House As The Place Of Occurrence Of The External Cause"
"Y92.129","Y92.129 Unspecified Place In Nursing Home As The Place Of Occurrence Of The External Cause"
"Y92.512","Y92.512 Supermarket, Store Or Market As The Place Of Occurrence Of The External Cause"
"Y93.74","Y93.74 Frisbee"
"Y95","Y95 Nosocomial Condition"
"Y99.0","Y99.0 Civilian Activity Done For Income Or Pay"
"Y99.8","Y99.8 Other External Cause Status"
"Z00.00","Z00.00 Encounter For General Adult Medical Examination Without Abnormal Findings"
"Z00.01","Z00.01 Encounter For General Adult Medical Examination With Abnormal Findings"
"Z01.118","Z01.118 Encounter For Examination Of Ears And Hearing With Other Abnormal Findings"
"Z01.20","Z01.20 Encounter For Dental Examination And Cleaning Without Abnormal Findings"
"Z01.84","Z01.84 Encounter For Antibody Response Examination"
"Z02.9","Z02.9 Encounter For Administrative Examinations, Unspecified"
"Z03.6","Z03.6 Encounter For Observation For Suspected Toxic Effect From Ingested Substance Ruled Out"
"T51.0X1A","T51.0X1A Toxic Effect Of Ethanol, Accidental (Unintentional), Initial Encounter"
"T51.0X2A","T51.0X2A Toxic Effect Of Ethanol, Intentional Self-Harm, Initial Encounter"
"T56.0X1A","T56.0X1A Toxic Effect Of Lead And Its Compounds, Accidental (Unintentional), Initial Encounter"
"T65.91XA","T65.91XA Toxic Effect Of Unspecified Substance, Accidental (Unintentional), Initial Encounter"
"T68.XXXD","T68.XXXD Hypothermia, Subsequent Encounter"
"T71.164A","T71.164A Asphyxiation Due To Hanging, Undetermined, Initial Encounter"
"T73.0XXA","T73.0XXA Starvation, Initial Encounter"
"T74.21XA","T74.21XA Adult Sexual Abuse, Confirmed, Initial Encounter"
"T74.91XD","T74.91XD Unspecified Adult Maltreatment, Confirmed, Subsequent Encounter"
"T75.3XXS","T75.3XXS Motion Sickness, Sequela"
"T75.4XXA","T75.4XXA Electrocution, Initial Encounter"
"T78.3XXD","T78.3XXD Angioneurotic Edema, Subsequent Encounter"
"T79.6XXS","T79.6XXS Traumatic Ischemia Of Muscle, Sequela"
"T79.A22A","T79.A22A Traumatic Compartment Syndrome Of Left Lower Extremity, Initial Encounter"
"T81.12XA","T81.12XA Postprocedural Septic Shock, Initial Encounter"
"T81.19XA","T81.19XA Other Postprocedural Shock, Initial Encounter"
"T81.32XS","T81.32XS Disruption Of Internal Operation (Surgical) Wound, Not Elsewhere Classified, Sequela"
"T81.40XA","T81.40XA Infection Following A Procedure, Unspecified, Initial Encounter"
"T81.41XA","T81.41XA Infection Following A Procedure, Superficial Incisional Surgical Site, Initial Encounter"
"T81.72XA","T81.72XA Complication Of Vein Following A Procedure, Not Elsewhere Classified, Initial Encounter"
"T81.83XA","T81.83XA Persistent Postprocedural Fistula, Initial Encounter"
"T81.89XD","T81.89XD Other Complications Of Procedures, Not Elsewhere Classified, Subsequent Encounter"
"T82.110D","T82.110D Breakdown (Mechanical) Of Cardiac Electrode, Subsequent Encounter"
"T82.111A","T82.111A Breakdown (Mechanical) Of Cardiac Pulse Generator (Battery), Initial Encounter"
"T82.6XXA","T82.6XXA Infection And Inflammatory Reaction Due To Cardiac Valve Prosthesis, Initial Encounter"
"T82.7XXA","T82.7XXA Infection And Inflammatory Reaction Due To Other Cardiac And Vascular Devices, Implants And Grafts, Initial Encounter"
"T82.838A","T82.838A Hemorrhage Of Vascular Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T82.855D","T82.855D Stenosis Of Coronary Artery Stent, Subsequent Encounter"
"T82.857A","T82.857A Stenosis Of Cardiac Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T82.867D","T82.867D Thrombosis Of Cardiac Prosthetic Devices, Implants And Grafts, Subsequent Encounter"
"T83.010A","T83.010A Breakdown (Mechanical) Of Cystostomy Catheter, Initial Encounter"
"T83.021A","T83.021A Displacement Of Indwelling Urethral Catheter, Initial Encounter"
"T83.090D","T83.090D Other Mechanical Complication Of Cystostomy Catheter, Subsequent Encounter"
"T83.110A","T83.110A Breakdown (Mechanical) Of Urinary Electronic Stimulator Device, Initial Encounter"
"T83.32XD","T83.32XD Displacement Of Intrauterine Contraceptive Device, Subsequent Encounter"
"T83.512D","T83.512D Infection And Inflammatory Reaction Due To Nephrostomy Catheter, Subsequent Encounter"
"T83.83XA","T83.83XA Hemorrhage Of Genitourinary Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T83.9XXS","T83.9XXS Unspecified Complication Of Genitourinary Prosthetic Device, Implant And Graft, Sequela"
"T84.216A","T84.216A Breakdown (Mechanical) Of Internal Fixation Device Of Vertebrae, Initial Encounter"
"T84.410A","T84.410A Breakdown (Mechanical) Of Muscle And Tendon Graft, Initial Encounter"
"T84.51XA","T84.51XA Infection And Inflammatory Reaction Due To Internal Right Hip Prosthesis, Initial Encounter"
"T84.59XD","T84.59XD Infection And Inflammatory Reaction Due To Other Internal Joint Prosthesis, Subsequent Encounter"
"T84.7XXS","T84.7XXS Infection And Inflammatory Reaction Due To Other Internal Orthopedic Prosthetic Devices, Implants And Grafts, Sequela"
"T85.890A","T85.890A Other Specified Complication Of Nervous System Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T87.34","T87.34 Neuroma Of Amputation Stump, Left Lower Extremity"
"T87.41","T87.41 Infection Of Amputation Stump, Right Upper Extremity"
"T87.54","T87.54 Necrosis Of Amputation Stump, Left Lower Extremity"
"T88.4XXA","T88.4XXA Failed Or Difficult Intubation, Initial Encounter"
"T88.59XA","T88.59XA Other Complications Of Anesthesia, Initial Encounter"
"T88.6XXS","T88.6XXS Anaphylactic Shock Due To Adverse Effect Of Correct Drug Or Medicament Properly Administered, Sequela"
"U07.1","U07.1 Covid-19"
"V09.9XXA","V09.9XXA Pedestrian Injured In Unspecified Transport Accident, Initial Encounter"
"V49.88XA","V49.88XA Car Occupant (Driver) (Passenger) Injured In Other Specified Transport Accidents, Initial Encounter"
"V87.7XXA","V87.7XXA Person Injured In Collision Between Other Specified Motor Vehicles (Traffic), Initial Encounter"
"W01.0XXA","W01.0XXA Fall On Same Level From Slipping, Tripping And Stumbling Without Subsequent Striking Against Object, Initial Encounter"
"W07.XXXA","W07.XXXA Fall From Chair, Initial Encounter"
"W10.8XXD","W10.8XXD Fall (On) (From) Other Stairs And Steps, Subsequent Encounter"
"W11.XXXA","W11.XXXA Fall On And From Ladder, Initial Encounter"
"W11.XXXS","W11.XXXS Fall On And From Ladder, Sequela"
"W18.31XA","W18.31XA Fall On Same Level Due To Stepping On An Object, Initial Encounter"
"Z68.22","Z68.22 Body Mass Index (Bmi) 22.0-22.9, Adult"
"Z71.2","Z71.2 Person Consulting For Explanation Of Examination Or Test Findings"
"Z72.6","Z72.6 Gambling And Betting"
"Z73.0","Z73.0 Burn-Out"
"Z76.82","Z76.82 Awaiting Organ Transplant Status"
"Z77.123","Z77.123 Contact With And (Suspected) Exposure To Radon And Other Naturally Occuring Radiation"
"Z79.811","Z79.811 Long Term (Current) Use Of Aromatase Inhibitors"
"Z80.0","Z80.0 Family History Of Malignant Neoplasm Of Digestive Organs"
"Z81.0","Z81.0 Family History Of Mental Retardation"
"Z83.2","Z83.2 Family History Of Diseases Of The Blood And Blood-Forming Organs And Certain Disorders Involving The Immune Mechanism"
"Z84.3","Z84.3 Family History Of Consanguinity"
"Z84.81","Z84.81 Family History Of Carrier Of Genetic Disease"
"Z85.068","Z85.068 Personal History Of Other Malignant Neoplasm Of Small Intestine"
"Z85.44","Z85.44 Personal History Of Malignant Neoplasm Of Other Female Genital Organs"
"Z85.59","Z85.59 Personal History Of Malignant Neoplasm Of Other Urinary Tract Organ"
"Z85.831","Z85.831 Personal History Of Malignant Neoplasm Of Soft Tissue"
"Z85.840","Z85.840 Personal History Of Malignant Neoplasm Of Eye"
"Z85.89","Z85.89 Personal History Of Malignant Neoplasm Of Other Organs And Systems"
"Z86.010","Z86.010 Personal History Of Colonic Polyps"
"Z86.011","Z86.011 Personal History Of Benign Neoplasm Of The Brain"
"Z86.018","Z86.018 Personal History Of Other Benign Neoplasm"
"Z87.11","Z87.11 Personal History Of Peptic Ulcer Disease"
"Z87.310","Z87.310 Personal History Of (Healed) Osteoporosis Fracture"
"Z87.59","Z87.59 Personal History Of Other Complications Of Pregnancy, Childbirth And The Puerperium"
"Z87.76","Z87.76 Personal History Of (Corrected) Congenital Malformations Of Integument, Limbs And Musculoskeletal System"
"Z87.798","Z87.798 Personal History Of Other (Corrected) Congenital Malformations"
"Z87.828","Z87.828 Personal History Of Other (Healed) Physical Injury And Trauma"
"Z87.898","Z87.898 Personal History Of Other Specified Conditions"
"Z88.1","Z88.1 Allergy Status To Other Antibiotic Agents Status"
"Z89.221","Z89.221 Acquired Absence Of Right Upper Limb Above Elbow"
"Z89.439","Z89.439 Acquired Absence Of Unspecified Foot"
"Z89.619","Z89.619 Acquired Absence Of Unspecified Leg Above Knee"
"Z90.12","Z90.12 Acquired Absence Of Left Breast And Nipple"
"Z90.2","Z90.2 Acquired Absence Of Lung [Part Of]"
"Z90.722","Z90.722 Acquired Absence Of Ovaries, Bilateral"
"Z91.02","Z91.02 Food Additives Allergy Status"
"Z91.048","Z91.048 Other Nonmedicinal Substance Allergy Status"
"Z91.410","Z91.410 Personal History Of Adult Physical And Sexual Abuse"
"Z91.81","Z91.81 History Of Falling"
"Z92.29","Z92.29 Personal History Of Other Drug Therapy"
"Z93.0","Z93.0 Tracheostomy Status"
"Z93.4","Z93.4 Other Artificial Openings Of Gastrointestinal Tract Status"
"Z93.51","Z93.51 Cutaneous-Vesicostomy Status"
"Z93.6","Z93.6 Other Artificial Openings Of Urinary Tract Status"
"Z94.0","Z94.0 Kidney Transplant Status"
"Z94.7","Z94.7 Corneal Transplant Status"
"Z95.1","Z95.1 Presence Of Aortocoronary Bypass Graft"
"Z96.22","Z96.22 Myringotomy Tube(S) Status"
"Z96.649","Z96.649 Presence Of Unspecified Artificial Hip Joint"
"Z98.52","Z98.52 Vasectomy Status"
"Z99.11","Z99.11 Dependence On Respirator [Ventilator] Status"
"Z99.81","Z99.81 Dependence On Supplemental Oxygen"
"Z77.21","Z77.21 Contact With And (Suspected) Exposure To Potentially Hazardous Body Fluids"
"Z77.22","Z77.22 Contact With And (Suspected) Exposure To Environmental Tobacco Smoke (Acute) (Chronic)"
"Z78.0","Z78.0 Asymptomatic Menopausal State"
"Z79.82","Z79.82 Long Term (Current) Use Of Aspirin"
"Z79.890","Z79.890 Hormone Replacement Therapy (Postmenopausal)"
"Z80.51","Z80.51 Family History Of Malignant Neoplasm Of Kidney"
"Z83.71","Z83.71 Family History Of Colonic Polyps"
"Z84.89","Z84.89 Family History Of Other Specified Conditions"
"Z85.110","Z85.110 Personal History Of Malignant Carcinoid Tumor Of Bronchus And Lung"
"Z85.528","Z85.528 Personal History Of Other Malignant Neoplasm Of Kidney"
"Z86.006","Z86.006 Personal History Of Melanoma In-Situ"
"Z86.32","Z86.32 Personal History Of Gestational Diabetes"
"Z86.72","Z86.72 Personal History Of Thrombophlebitis"
"Z87.51","Z87.51 Personal History Of Pre-Term Labor"
"Z87.820","Z87.820 Personal History Of Traumatic Brain Injury"
"Z89.022","Z89.022 Acquired Absence Of Left Finger(S)"
"Z89.202","Z89.202 Acquired Absence Of Left Upper Limb, Unspecified Level"
"Z89.622","Z89.622 Acquired Absence Of Left Hip"
"Z90.01","Z90.01 Acquired Absence Of Eye"
"Z90.13","Z90.13 Acquired Absence Of Bilateral Breasts And Nipples"
"Z91.010","Z91.010 Allergy To Peanuts"
"Z91.013","Z91.013 Allergy To Seafood"
"Z92.241","Z92.241 Personal History Of Systemic Steroid Therapy"
"Z92.3","Z92.3 Personal History Of Irradiation"
"Z93.2","Z93.2 Ileostomy Status"
"Z93.9","Z93.9 Artificial Opening Status, Unspecified"
"Z94.4","Z94.4 Liver Transplant Status"
"Z94.9","Z94.9 Transplanted Organ And Tissue Status, Unspecified"
"Z95.2","Z95.2 Presence Of Prosthetic Heart Valve"
"Z95.811","Z95.811 Presence Of Heart Assist Device"
"Z96.41","Z96.41 Presence Of Insulin Pump (External) (Internal)"
"Z96.619","Z96.619 Presence Of Unspecified Artificial Shoulder Joint"
"Z98.1","Z98.1 Arthrodesis Status"
"Z98.2","Z98.2 Presence Of Cerebrospinal Fluid Drainage Device"
"Z98.49","Z98.49 Cataract Extraction Status, Unspecified Eye"
"Z98.818","Z98.818 Other Dental Procedure Status"
"Z98.82","Z98.82 Breast Implant Status"
"Z98.890","Z98.890 Other Specified Postprocedural States"
"Z99.3","Z99.3 Dependence On Wheelchair"
"Z3A.12","Z3A.12 12 Weeks Gestation Of Pregnancy"
"Z3A.41","Z3A.41 41 Weeks Gestation Of Pregnancy"
"Z41.1","Z41.1 Encounter For Cosmetic Surgery"
"Z41.2","Z41.2 Encounter For Routine And Ritual Male Circumcision"
"Z47.81","Z47.81 Encounter For Orthopedic Aftercare Following Surgical Amputation"
"Z51.6","Z51.6 Encounter For Desensitization To Allergens"
"Z51.89","Z51.89 Encounter For Other Specified Aftercare"
"Z53.29","Z53.29 Procedure And Treatment Not Carried Out Because Of Patient'S Decision For Other Reasons"
"Z56.0","Z56.0 Unemployment, Unspecified"
"Z59.4","Z59.4 Lack Of Adequate Food And Safe Drinking Water"
"Z60.3","Z60.3 Acculturation Difficulty"
"Z64.0","Z64.0 Problems Related To Unwanted Pregnancy"
"Z65.8","Z65.8 Other Specified Problems Related To Psychosocial Circumstances"
"Z67.41","Z67.41 Type O Blood, Rh Negative"
"Z68.44","Z68.44 Body Mass Index (Bmi) 60.0-69.9, Adult"
"Z72.820","Z72.820 Sleep Deprivation"
"Z72.821","Z72.821 Inadequate Sleep Hygiene"
"Z73.3","Z73.3 Stress, Not Elsewhere Classified"
"Z75.1","Z75.1 Person Awaiting Admission To Adequate Facility Elsewhere"
"Z80.49","Z80.49 Family History Of Malignant Neoplasm Of Other Genital Organs"
"Z81.3","Z81.3 Family History Of Other Psychoactive Substance Abuse And Dependence"
"Z82.0","Z82.0 Family History Of Epilepsy And Other Diseases Of The Nervous System"
"Z82.3","Z82.3 Family History Of Stroke"
"Z82.79","Z82.79 Family History Of Other Congenital Malformations, Deformations And Chromosomal Abnormalities"
"Z83.49","Z83.49 Family History Of Other Endocrine, Nutritional And Metabolic Diseases"
"Z85.01","Z85.01 Personal History Of Malignant Neoplasm Of Esophagus"
"Z85.07","Z85.07 Personal History Of Malignant Neoplasm Of Pancreas"
"Z85.42","Z85.42 Personal History Of Malignant Neoplasm Of Other Parts Of Uterus"
"Z85.71","Z85.71 Personal History Of Hodgkin Lymphoma"
"Z85.818","Z85.818 Personal History Of Malignant Neoplasm Of Other Sites Of Lip, Oral Cavity, And Pharynx"
"Z86.012","Z86.012 Personal History Of Benign Carcinoid Tumor"
